job_name,learning_rate,epochs,batch_size,hidden_size,num_layers,bidirectional,avg_train_loss,avg_val_loss,avg_mask2_coverage,avg_mask2_accuracy
job_1,0.001,40,16,64,1,True,0.587981533639285,0.6523233383893967,0.45352457577853844,0.5323393782263625
job_2,0.001,40,16,64,1,False,0.7417414356251152,0.7345854607495395,0.2476747710034266,0.3217342812658739
job_3,0.001,40,16,64,2,True,0.530572465214194,0.49503724168647417,0.48172661409719575,0.5497001037852145
job_4,0.001,40,16,64,2,False,0.719871059425023,0.6523955269293352,0.21773929270024586,0.2636067450588081
job_5,0.001,40,16,64,3,True,0.5832505211842304,0.49265536286614153,0.5366310959186722,0.5924910238035611
job_6,0.001,40,16,64,3,False,0.6784838710512433,0.5770135722377082,0.3348555534086024,0.3977415099240892
job_7,0.001,80,16,64,1,True,0.4297743922137484,0.39522429826584726,0.6238380712446172,0.6867909810385393
job_8,0.001,80,16,64,1,False,0.6208597311255885,0.5600743811238896,0.3322040410764463,0.393907465422315
job_9,0.001,80,16,64,2,True,0.31520962117581947,0.31753439523956994,0.675805293019131,0.7386924727322376
job_10,0.001,80,16,64,2,False,0.6175357153829263,0.516915437579155,0.3465527276344596,0.41437249399328335
job_11,0.001,80,16,64,3,True,0.41202480911600353,0.35454287393526596,0.6449820809107383,0.7146846881663504
job_12,0.001,80,16,64,3,False,0.6436786703917445,0.5633706780997189,0.3186784396361025,0.38195747545259207
job_13,0.001,100,16,64,1,True,0.356342408258696,0.34352791065519506,0.6658525580306772,0.7329311239222541
job_14,0.001,100,16,64,1,False,0.5860716658283254,0.47266265289349985,0.4303915735922986,0.49086784879240525
job_15,0.001,100,16,64,2,True,0.2715850567635225,0.2923395318063822,0.7048580464441732,0.7747888645471863
job_16,0.001,100,16,64,2,False,0.6018306754681528,0.5148630846630443,0.37880800911282614,0.433823627206625
job_17,0.001,100,16,64,3,True,0.35316725748838207,0.29115790778940376,0.6853092461279893,0.7500112245184002
job_18,0.001,100,16,64,3,False,0.6240139368845491,0.5383614247495478,0.4108286377520476,0.4689802810636974
job_19,0.001,40,16,128,1,True,0.41019225599510334,0.47240951874039394,0.621188693378908,0.6986109623771574
job_20,0.001,40,16,128,1,False,0.5401528889427378,0.5104481756687165,0.5490820489732239,0.6158270357861747
job_21,0.001,40,16,128,2,True,0.35684652482064405,0.46845702637325637,0.6412396229570405,0.7095097917496761
job_22,0.001,40,16,128,2,False,0.5841619446873664,0.5863857919519597,0.4622274204517359,0.5243981674981277
job_23,0.001,40,16,128,3,True,0.3458317397960594,0.30156107504259455,0.704432535665739,0.7831628104360814
job_24,0.001,40,16,128,3,False,0.5996132127484498,0.5443883372978731,0.4260715903463447,0.4949450668371339
job_25,0.001,80,16,128,1,True,0.28768505548336065,0.30742763253775507,0.6887167879944425,0.754564550901007
job_26,0.001,80,16,128,1,False,0.38116769523036725,0.4462576070969755,0.6150463005552481,0.68851631121962
job_27,0.001,80,16,128,2,True,0.24330378186946017,0.34356721402569257,0.6959132674746112,0.7669412824789545
job_28,0.001,80,16,128,2,False,0.42314179603542607,0.3522052304311232,0.6658358231564072,0.7288246870397559
job_29,0.001,80,16,128,3,True,0.31213362508890585,0.2689565928144888,0.6885741759737372,0.7562789515978672
job_30,0.001,80,16,128,3,False,0.3860340587642728,0.34425682777708233,0.6762036497700168,0.7466913477637018
job_31,0.001,100,16,128,1,True,0.2670481126071239,0.2890465544028715,0.6981031392121361,0.763407553069702
job_32,0.001,100,16,128,1,False,0.3808946788919215,0.39768081199039107,0.644338099877784,0.7070459045085317
job_33,0.001,100,16,128,2,True,0.23672198197063135,0.3065888828174634,0.7051746961737969,0.7768384915529623
job_34,0.001,100,16,128,2,False,0.3352907782306477,0.5546169504523277,0.6251506719547414,0.6923434646765323
job_35,0.001,100,16,128,3,True,0.31329205764495593,0.28320280448956925,0.6872207233164606,0.7543849337715195
job_36,0.001,100,16,128,3,False,0.3628371800086937,0.3167569301345131,0.6906604672593458,0.7609702721148806
job_37,0.001,40,16,256,1,True,0.32125330208515634,0.31113688837398185,0.6914369350208032,0.7603768034503535
job_38,0.001,40,16,256,1,False,0.3771991022539382,0.32566144127737384,0.6850289239605261,0.7461110798045223
job_39,0.001,40,16,256,2,True,0.34448981370244713,0.3938094213604927,0.6486770718970984,0.719036174276856
job_40,0.001,40,16,256,2,False,0.379279853449184,0.2957277193665505,0.6880722744679834,0.7552946634788374
job_41,0.001,40,16,256,3,True,0.2970269968923257,0.2659760939803991,0.7040905816857105,0.7759124924861421
job_42,0.001,40,16,256,3,False,0.3626231885078002,0.2955606931989843,0.668802033078353,0.7307112802264287
job_43,0.001,80,16,256,1,True,0.2548326034631048,0.28780341737649656,0.6928460202829504,0.7532442566292475
job_44,0.001,80,16,256,1,False,0.2743196365176415,0.3355876845392314,0.6976821011827203,0.7722375055901068
job_45,0.001,80,16,256,2,True,0.32690658359503255,0.2857879892668941,0.6948360072030678,0.7590523048032516
job_46,0.001,80,16,256,2,False,0.3929356414292541,0.4549041720953855,0.5950957107231882,0.6678364128065144
job_47,0.001,80,16,256,3,True,0.29486624201645656,0.2646278079260479,0.699807523564321,0.7730607786672169
job_48,0.001,80,16,256,3,False,0.301707316965473,0.2744427702643655,0.6852228862773095,0.7536593701074467
job_49,0.001,100,16,256,1,True,0.2488072598315015,0.3181197969073599,0.6959092725512117,0.7627856288176201
job_50,0.001,100,16,256,1,False,0.27918516833867346,0.32224800789898095,0.6965785180205215,0.7677193928145692
job_51,0.001,100,16,256,2,True,0.39844756123362757,0.4323930576443672,0.6556682852508776,0.7172216634051397
job_52,0.001,100,16,256,2,False,0.27656559016631577,0.2875012301585891,0.6982156260608716,0.7692013268772289
job_53,0.001,100,16,256,3,True,0.2879028170540624,0.2653329916298389,0.6906712953976701,0.7584813654885412
job_54,0.001,100,16,256,3,False,0.38737299483345483,0.3128575227477334,0.6700676754585303,0.736612409914184
job_55,0.001,120,16,128,3,True,0.34064191087168083,0.28794650570912794,0.6758181287730526,0.7472021073515992
job_56,0.001,100,16,256,3,True,0.3343680944217711,0.2900232888080857,0.6693276404510755,0.7336256852132875
job_57,0.001,100,16,256,3,True,0.29757261420695147,0.3191325715997003,0.6892322783121342,0.7573222966655295
job_58,0.001,100,16,256,4,True,0.35427349123115437,0.34585784145376897,0.6479290902689836,0.7196807890025949